ORDNUM,ORDSTATUS,TOTAL,CUSNUM,ORDTIME,ORDTYPE,RESNUM
472,완료,15000,,2019-05-26 12:59:11,테이크아웃,
473,완료,4000,30,2019-05-21 17:38:42,매장,
474,완료,3000,14,2019-05-23 12:46:43,테이크아웃,
475,완료,5500,,2019-05-25 11:19:14,매장,
476,완료,4000,34,2019-05-22 08:33:35,테이크아웃,
477,완료,23000,,2019-05-25 16:25:21,테이크아웃,
478,완료,15500,5,2019-05-25 13:45:58,매장,
479,완료,11000,,2019-05-25 20:06:15,테이크아웃,
480,완료,4500,,2019-05-20 11:28:10,매장,
481,완료,5000,,2019-05-26 19:46:23,테이크아웃,
482,완료,18000,14,2019-05-20 12:25:15,매장,
483,완료,15000,34,2019-05-26 12:58:30,테이크아웃,
484,완료,9000,31,2019-05-26 07:00:47,매장,
485,완료,5500,18,2019-05-20 11:37:04,테이크아웃,
486,완료,3000,27,2019-05-21 22:18:02,테이크아웃,
487,완료,5500,,2019-05-20 11:02:38,테이크아웃,
488,완료,5000,34,2019-05-20 23:43:31,매장,
489,완료,7500,12,2019-05-22 11:40:23,테이크아웃,
490,완료,10000,23,2019-05-26 12:51:34,테이크아웃,
491,완료,18000,,2019-05-26 16:26:48,테이크아웃,
492,취소,4000,,2019-05-22 08:32:01,매장,
493,완료,21000,33,2019-05-20 14:18:14,매장,
494,완료,16500,39,2019-05-25 11:21:29,매장,
495,완료,8000,39,2019-05-20 12:12:08,테이크아웃,
496,완료,24000,,2019-05-26 12:57:01,테이크아웃,
497,완료,15000,,2019-05-20 12:55:48,매장,
498,완료,16500,19,2019-05-21 13:39:19,매장,
499,완료,14000,,2019-05-22 11:02:08,테이크아웃,
500,완료,2000,28,2019-05-25 08:21:26,테이크아웃,
501,완료,4500,10,2019-05-22 21:53:48,매장,
502,완료,19500,9,2019-05-25 13:48:53,테이크아웃,
503,완료,3000,4,2019-05-26 09:17:12,테이크아웃,
504,완료,5500,7,2019-05-22 23:18:30,테이크아웃,
505,완료,15000,,2019-05-20 22:04:30,매장,
506,취소,3000,30,2019-05-26 07:26:19,테이크아웃,
507,완료,12000,30,2019-05-26 11:13:40,테이크아웃,
508,완료,4500,,2019-05-21 14:46:52,테이크아웃,
509,완료,11000,,2019-05-23 09:06:31,테이크아웃,
510,완료,7000,,2019-05-23 20:21:30,매장,
511,완료,8000,32,2019-05-25 23:20:48,테이크아웃,
512,완료,12000,,2019-05-21 23:12:47,테이크아웃,
513,완료,8000,28,2019-05-22 13:02:19,테이크아웃,
514,완료,3000,5,2019-05-20 13:58:54,테이크아웃,
515,완료,3000,2,2019-05-20 16:41:19,테이크아웃,
516,완료,10000,,2019-05-21 14:11:00,테이크아웃,
517,완료,3000,3,2019-05-25 16:39:04,테이크아웃,
518,완료,1500,8,2019-05-22 14:02:06,테이크아웃,
519,완료,24500,40,2019-05-25 21:37:00,테이크아웃,
520,완료,5500,36,2019-05-26 14:11:57,테이크아웃,
521,완료,5000,7,2019-05-22 07:03:54,테이크아웃,
522,완료,4000,,2019-05-20 13:34:47,매장,
523,완료,4000,22,2019-05-22 16:27:55,테이크아웃,
524,완료,12000,,2019-05-23 15:40:52,매장,
525,완료,13000,30,2019-05-22 21:09:31,매장,
526,완료,4000,9,2019-05-20 09:56:01,매장,
527,완료,5000,3,2019-05-20 23:55:28,테이크아웃,
528,완료,5000,,2019-05-22 21:18:10,테이크아웃,
529,완료,8000,,2019-05-25 12:40:12,테이크아웃,
530,완료,8000,35,2019-05-25 06:03:44,테이크아웃,
531,완료,16500,,2019-05-21 08:25:40,테이크아웃,
532,완료,6000,25,2019-05-20 08:19:15,테이크아웃,
533,완료,12500,,2019-05-26 13:59:45,테이크아웃,
534,완료,2500,,2019-05-26 17:48:16,매장,
535,완료,12000,20,2019-05-26 08:07:57,테이크아웃,
536,완료,1500,30,2019-05-22 10:32:10,테이크아웃,
537,완료,11000,,2019-05-26 13:23:41,테이크아웃,
538,완료,3000,,2019-05-23 11:58:46,테이크아웃,
539,완료,9000,8,2019-05-23 14:24:21,테이크아웃,
540,완료,19000,14,2019-05-23 23:50:23,테이크아웃,
541,완료,5000,28,2019-05-25 13:16:08,테이크아웃,
542,완료,30500,36,2019-05-20 15:16:19,테이크아웃,
543,완료,3500,34,2019-05-25 13:10:11,테이크아웃,
544,완료,4000,14,2019-05-21 20:13:44,매장,
545,완료,7500,27,2019-05-22 19:42:08,테이크아웃,
546,완료,9000,41,2019-05-25 20:23:40,테이크아웃,
547,완료,11000,,2019-05-21 09:56:18,테이크아웃,
548,완료,3000,,2019-05-25 06:15:05,테이크아웃,
549,완료,16500,14,2019-05-22 08:19:16,테이크아웃,
550,완료,6000,,2019-05-26 14:11:47,테이크아웃,
551,완료,4000,32,2019-05-23 15:06:51,테이크아웃,
552,완료,5500,7,2019-05-21 11:01:28,테이크아웃,
553,완료,14000,,2019-05-26 13:25:20,테이크아웃,
554,완료,3000,,2019-05-25 10:56:23,테이크아웃,
555,완료,2500,28,2019-05-25 09:03:40,테이크아웃,
556,완료,9000,29,2019-05-20 08:50:35,매장,
557,완료,3500,,2019-05-25 13:10:21,매장,
558,완료,1500,32,2019-05-22 16:04:14,테이크아웃,
559,완료,2000,1,2019-05-23 22:43:53,매장,
560,완료,3000,,2019-05-20 15:56:38,테이크아웃,
561,완료,8000,,2019-05-26 10:43:08,테이크아웃,
562,완료,5500,33,2019-05-23 08:37:02,테이크아웃,
563,완료,4500,42,2019-05-26 08:08:17,테이크아웃,
564,완료,30500,,2019-05-21 18:28:37,테이크아웃,
565,완료,12000,13,2019-05-23 14:10:44,테이크아웃,
566,완료,5500,,2019-05-20 16:48:52,매장,
567,완료,3000,21,2019-05-25 13:54:29,매장,
568,완료,3000,,2019-05-26 06:47:21,테이크아웃,
569,완료,3000,26,2019-05-25 18:27:07,테이크아웃,
570,완료,4000,17,2019-05-26 16:39:04,테이크아웃,
571,완료,4500,9,2019-05-26 11:46:07,테이크아웃,
572,완료,10500,,2019-05-22 07:51:00,매장,
573,완료,4500,19,2019-05-22 18:44:43,테이크아웃,
574,완료,4000,43,2019-05-20 08:32:58,매장,
575,완료,16500,24,2019-05-26 12:58:05,매장,
576,완료,4000,,2019-05-25 14:50:39,매장,
577,취소,14000,5,2019-05-26 07:32:56,테이크아웃,
578,완료,3000,8,2019-05-25 13:24:51,테이크아웃,
579,완료,5000,,2019-05-25 11:36:51,테이크아웃,
580,완료,21000,23,2019-05-26 08:58:31,매장,
581,완료,11000,,2019-05-22 19:11:16,테이크아웃,
582,완료,3000,38,2019-05-23 16:15:29,테이크아웃,
583,완료,15000,,2019-05-25 21:22:09,테이크아웃,
584,완료,37500,,2019-05-23 07:53:48,테이크아웃,
585,취소,2000,,2019-05-25 13:14:25,테이크아웃,
586,완료,15000,,2019-05-20 12:47:18,매장,
587,완료,19500,,2019-05-21 13:38:58,테이크아웃,
588,취소,4000,44,2019-05-21 09:25:57,매장,
589,완료,15000,43,2019-05-26 12:43:11,테이크아웃,
590,완료,4500,25,2019-05-21 14:22:35,매장,
591,완료,4000,22,2019-05-21 12:21:14,테이크아웃,
592,완료,5000,,2019-05-26 17:52:49,테이크아웃,
593,완료,10000,,2019-05-21 16:23:58,테이크아웃,
594,완료,28000,,2019-05-25 18:52:25,테이크아웃,
595,완료,3000,,2019-05-25 06:19:01,테이크아웃,
596,완료,19000,27,2019-05-21 07:44:25,매장,
597,취소,16500,13,2019-05-22 12:57:09,테이크아웃,
598,완료,16500,,2019-05-20 14:50:19,매장,
599,취소,3000,45,2019-05-20 22:19:23,테이크아웃,
600,완료,3000,1,2019-05-23 06:01:53,테이크아웃,
601,완료,8000,,2019-05-26 08:15:44,테이크아웃,
602,완료,3000,13,2019-05-23 14:18:11,테이크아웃,
603,완료,20500,,2019-05-26 10:15:20,테이크아웃,
604,완료,16000,,2019-05-20 14:01:40,테이크아웃,
605,완료,20000,12,2019-05-26 12:18:13,테이크아웃,
606,완료,1500,44,2019-05-25 13:40:17,테이크아웃,
607,완료,25000,,2019-05-20 13:53:11,매장,
608,완료,23000,46,2019-05-22 14:16:34,테이크아웃,
609,완료,6000,36,2019-05-26 23:16:23,테이크아웃,
610,완료,4000,13,2019-05-26 22:23:37,매장,
611,완료,7000,12,2019-05-25 10:37:19,매장,
612,완료,4000,37,2019-05-22 16:09:03,테이크아웃,
613,완료,16500,,2019-05-26 07:09:55,매장,
614,완료,10000,2,2019-05-21 20:59:51,테이크아웃,
615,완료,20500,15,2019-05-20 11:25:01,매장,
616,완료,2500,,2019-05-26 14:17:47,매장,
617,완료,11000,8,2019-05-22 21:51:17,테이크아웃,
618,완료,6000,16,2019-05-26 15:26:49,테이크아웃,
619,완료,3500,37,2019-05-25 09:45:43,테이크아웃,
620,완료,1500,3,2019-05-26 21:34:56,매장,
621,취소,6000,45,2019-05-25 14:48:31,테이크아웃,
622,완료,11000,37,2019-05-22 13:08:57,테이크아웃,
623,완료,34000,4,2019-05-26 09:45:31,매장,
624,완료,24500,17,2019-05-26 14:46:13,매장,
625,완료,3000,18,2019-05-26 12:33:35,테이크아웃,
626,완료,8000,,2019-05-20 22:38:01,테이크아웃,
627,완료,5500,26,2019-05-23 19:31:04,매장,
628,완료,8000,13,2019-05-21 10:02:44,테이크아웃,
629,취소,2000,,2019-05-20 18:14:01,테이크아웃,
630,완료,3000,,2019-05-26 06:22:01,테이크아웃,
631,완료,12000,8,2019-05-20 11:22:02,매장,
632,완료,15000,5,2019-05-25 09:42:42,테이크아웃,
633,완료,4000,2,2019-05-20 12:03:40,테이크아웃,
634,완료,4000,22,2019-05-26 14:10:18,매장,
635,완료,15000,7,2019-05-21 16:21:58,매장,
636,완료,3000,4,2019-05-21 14:15:19,테이크아웃,
637,완료,9000,34,2019-05-20 08:53:54,테이크아웃,
638,완료,15000,47,2019-05-22 13:34:10,매장,
639,완료,16500,,2019-05-25 11:27:46,테이크아웃,
640,완료,15000,,2019-05-25 22:04:07,테이크아웃,
641,완료,8000,13,2019-05-20 20:44:11,테이크아웃,
642,완료,3000,43,2019-05-26 06:10:55,테이크아웃,
643,완료,5500,35,2019-05-26 10:52:10,테이크아웃,
644,완료,9000,36,2019-05-21 11:07:01,테이크아웃,
645,완료,5000,,2019-05-22 13:09:07,테이크아웃,
646,완료,22000,9,2019-05-23 17:04:34,매장,
647,완료,3000,20,2019-05-20 09:03:13,테이크아웃,
648,취소,16500,37,2019-05-26 23:08:31,테이크아웃,
649,완료,11000,18,2019-05-26 06:40:00,매장,
650,완료,5000,46,2019-05-21 19:05:06,매장,
651,완료,5500,9,2019-05-26 17:04:59,테이크아웃,
652,완료,3000,,2019-05-21 17:44:45,테이크아웃,
653,완료,16500,13,2019-05-21 10:56:02,테이크아웃,
654,완료,4500,27,2019-05-22 07:06:36,매장,
655,완료,11000,,2019-05-25 10:07:16,테이크아웃,
656,완료,11000,14,2019-05-25 11:47:06,테이크아웃,
657,완료,26000,14,2019-05-20 19:48:26,테이크아웃,
658,완료,15000,,2019-05-23 09:24:52,매장,
659,취소,8000,,2019-05-20 12:14:16,매장,
660,완료,6000,,2019-05-21 13:01:19,테이크아웃,
661,완료,16500,4,2019-05-21 08:47:48,매장,
662,완료,12000,46,2019-05-25 14:11:01,테이크아웃,
663,완료,11000,31,2019-05-20 12:44:28,매장,
664,완료,3000,16,2019-05-26 22:36:23,테이크아웃,
665,완료,20000,,2019-05-21 11:09:23,테이크아웃,
666,완료,34000,36,2019-05-22 14:22:07,테이크아웃,
667,완료,5500,18,2019-05-23 12:19:54,테이크아웃,
668,완료,9000,,2019-05-21 18:54:35,테이크아웃,
669,완료,3500,,2019-05-20 11:53:33,매장,
670,완료,6000,31,2019-05-26 16:37:20,매장,
671,완료,5000,,2019-05-20 08:02:04,매장,
672,완료,12000,6,2019-05-22 21:50:03,테이크아웃,
673,완료,22500,3,2019-05-26 10:44:09,매장,
674,완료,17000,38,2019-05-21 11:08:00,매장,
675,완료,6500,,2019-05-23 18:08:05,테이크아웃,
676,완료,16500,40,2019-05-20 06:27:20,테이크아웃,
677,완료,5000,48,2019-05-20 07:50:46,테이크아웃,
678,완료,11500,,2019-05-21 20:06:00,테이크아웃,
679,완료,23000,6,2019-05-20 11:26:14,테이크아웃,
680,완료,4500,49,2019-05-25 17:50:34,테이크아웃,
681,완료,3500,8,2019-05-20 22:38:31,테이크아웃,
682,완료,12000,,2019-05-21 11:52:32,테이크아웃,
683,완료,5500,,2019-05-25 12:59:23,테이크아웃,
684,완료,19000,17,2019-05-25 11:44:15,매장,
685,완료,11000,50,2019-05-26 13:13:40,매장,
686,완료,5500,49,2019-05-22 07:01:09,테이크아웃,
687,완료,3000,38,2019-05-26 11:52:56,매장,
688,완료,19000,,2019-05-26 18:51:08,테이크아웃,
689,완료,3000,,2019-05-22 09:59:34,테이크아웃,
690,완료,6000,10,2019-05-26 14:50:29,테이크아웃,
691,완료,4000,,2019-05-26 13:33:44,매장,
692,완료,1500,13,2019-05-26 11:20:40,테이크아웃,
693,완료,1500,44,2019-05-26 06:46:19,매장,
694,완료,4000,2,2019-05-25 18:10:35,테이크아웃,
695,완료,5000,13,2019-05-20 06:01:00,테이크아웃,
696,완료,4000,42,2019-05-26 16:04:33,매장,
697,완료,8000,,2019-05-20 13:53:35,테이크아웃,
698,완료,13000,51,2019-05-25 07:07:49,테이크아웃,
699,완료,10000,,2019-05-26 09:06:17,테이크아웃,
700,완료,8000,,2019-05-22 07:37:58,테이크아웃,
701,완료,7500,,2019-05-20 22:00:40,테이크아웃,
702,완료,4000,6,2019-05-22 15:46:09,매장,
703,취소,3000,4,2019-05-25 14:07:56,매장,
704,완료,15000,30,2019-05-26 19:16:42,테이크아웃,
705,완료,8000,37,2019-05-26 13:20:38,매장,
706,완료,16500,31,2019-05-20 13:50:30,테이크아웃,
707,완료,6000,,2019-05-22 18:12:18,매장,
708,완료,5000,21,2019-05-26 09:44:44,매장,
709,완료,8000,45,2019-05-21 19:18:14,매장,
710,완료,4500,52,2019-05-21 14:04:18,테이크아웃,
711,완료,16000,10,2019-05-22 12:17:19,테이크아웃,
712,완료,4000,22,2019-05-23 11:35:21,테이크아웃,
713,완료,4000,27,2019-05-23 11:07:50,테이크아웃,
714,완료,8000,17,2019-05-25 19:43:17,테이크아웃,
715,완료,5500,53,2019-05-26 06:12:22,매장,
716,완료,4500,6,2019-05-21 21:23:09,테이크아웃,
717,완료,16500,51,2019-05-22 07:41:52,매장,
718,완료,4500,9,2019-05-21 21:13:10,테이크아웃,
719,완료,7000,,2019-05-26 15:29:03,테이크아웃,
720,완료,7000,51,2019-05-22 20:41:06,매장,
721,완료,9000,4,2019-05-20 06:56:08,테이크아웃,
722,완료,27000,,2019-05-22 12:36:07,테이크아웃,
723,완료,7500,,2019-05-20 23:52:22,매장,
724,완료,12000,49,2019-05-21 16:48:26,매장,
725,완료,4000,,2019-05-22 21:38:56,테이크아웃,
726,완료,4500,,2019-05-22 14:50:48,테이크아웃,
727,완료,2000,54,2019-05-21 09:20:40,매장,
728,완료,20500,28,2019-05-22 16:47:15,테이크아웃,
729,완료,11000,53,2019-05-25 19:58:27,테이크아웃,
730,완료,16500,48,2019-05-23 15:58:06,테이크아웃,
731,완료,2000,,2019-05-23 11:10:47,테이크아웃,
732,완료,12000,38,2019-05-22 14:40:56,매장,
733,완료,21000,33,2019-05-25 17:35:19,테이크아웃,
734,완료,4000,,2019-05-25 22:50:39,매장,
735,완료,5000,29,2019-05-26 09:19:04,매장,
736,완료,3000,31,2019-05-25 16:36:16,테이크아웃,
737,완료,2000,7,2019-05-25 14:28:31,테이크아웃,
738,완료,7000,17,2019-05-23 12:59:14,테이크아웃,
739,완료,3500,40,2019-05-23 13:21:18,테이크아웃,
740,완료,5500,,2019-05-26 16:39:29,테이크아웃,
741,완료,18000,40,2019-05-21 16:12:04,테이크아웃,
742,완료,11500,38,2019-05-26 17:10:02,테이크아웃,
743,완료,19000,24,2019-05-26 23:32:36,테이크아웃,
744,완료,16500,14,2019-05-21 13:24:55,매장,
745,완료,4000,,2019-05-22 16:33:59,매장,
746,완료,10000,16,2019-05-21 11:29:31,매장,
747,완료,10500,10,2019-05-22 21:34:16,테이크아웃,
748,완료,14500,55,2019-05-22 08:55:55,매장,
749,완료,15000,,2019-05-25 13:10:25,테이크아웃,
750,완료,19000,20,2019-05-20 13:57:28,테이크아웃,
751,완료,5000,48,2019-05-25 13:54:38,테이크아웃,
752,완료,5000,54,2019-05-25 06:13:17,매장,
753,취소,4500,2,2019-05-26 16:05:37,매장,
754,완료,2000,54,2019-05-26 08:11:51,테이크아웃,
755,완료,2000,52,2019-05-26 13:47:12,테이크아웃,
756,완료,10000,35,2019-05-25 20:09:49,매장,
757,완료,33500,,2019-05-20 11:33:19,테이크아웃,
758,완료,1500,,2019-05-23 14:46:34,테이크아웃,
759,완료,12500,19,2019-05-25 16:33:47,테이크아웃,
760,완료,4000,,2019-05-26 12:06:13,테이크아웃,
761,완료,3000,25,2019-05-21 23:42:22,테이크아웃,
762,완료,15000,35,2019-05-26 11:39:23,매장,
763,완료,16500,39,2019-05-25 22:32:56,테이크아웃,
764,완료,8000,1,2019-05-25 18:14:19,매장,
765,완료,7000,56,2019-05-25 06:19:51,테이크아웃,
766,완료,4500,18,2019-05-26 22:58:24,테이크아웃,
767,취소,5500,29,2019-05-26 14:37:39,매장,
768,완료,4000,57,2019-05-21 22:04:50,테이크아웃,
769,완료,3000,,2019-05-22 22:16:45,매장,
770,완료,14000,,2019-05-26 12:17:54,테이크아웃,
771,완료,3000,,2019-05-22 09:31:35,테이크아웃,
772,완료,5000,,2019-05-22 23:59:42,매장,
773,완료,16500,,2019-05-20 11:39:02,테이크아웃,
774,완료,6000,12,2019-05-21 20:29:08,테이크아웃,
775,완료,9000,17,2019-05-23 16:52:46,테이크아웃,
776,완료,1500,,2019-05-23 16:23:02,테이크아웃,
777,완료,2500,3,2019-05-26 12:16:28,테이크아웃,
778,완료,6000,5,2019-05-23 16:44:43,매장,
779,완료,9000,19,2019-05-25 06:16:11,테이크아웃,
780,완료,2000,,2019-05-22 11:22:38,테이크아웃,
781,취소,5000,5,2019-05-25 13:49:54,테이크아웃,
782,완료,5000,,2019-05-20 11:48:08,테이크아웃,
783,완료,11000,58,2019-05-25 14:56:47,매장,
784,완료,7000,49,2019-05-21 20:11:10,매장,
785,완료,5000,54,2019-05-25 22:13:35,테이크아웃,
786,완료,15000,44,2019-05-20 13:14:53,테이크아웃,
787,완료,16500,15,2019-05-20 08:38:23,테이크아웃,
788,완료,10000,59,2019-05-21 15:13:08,테이크아웃,
789,완료,3000,57,2019-05-21 06:25:34,테이크아웃,
790,완료,12500,,2019-05-21 13:43:45,매장,
791,완료,5000,,2019-05-25 19:25:17,테이크아웃,
792,완료,1500,60,2019-05-20 19:00:14,매장,
793,완료,20000,21,2019-05-21 22:50:35,테이크아웃,
794,완료,2500,6,2019-05-26 13:25:03,테이크아웃,
795,완료,4000,61,2019-05-23 11:49:06,매장,
796,완료,7500,57,2019-05-21 19:20:25,테이크아웃,
797,완료,15000,,2019-05-20 13:29:18,테이크아웃,
798,완료,16500,41,2019-05-20 06:43:39,테이크아웃,
799,완료,22000,52,2019-05-26 15:28:55,테이크아웃,
800,완료,23500,6,2019-05-20 14:41:59,매장,
801,취소,4000,,2019-05-22 12:56:08,테이크아웃,
802,완료,12000,62,2019-05-23 17:33:00,테이크아웃,
803,완료,5000,56,2019-05-25 16:15:05,테이크아웃,
804,완료,11000,56,2019-05-26 11:02:34,테이크아웃,
805,완료,9000,40,2019-05-25 12:12:37,매장,
806,완료,11000,,2019-05-22 13:58:47,테이크아웃,
807,완료,10000,31,2019-05-26 21:49:43,테이크아웃,
808,완료,12000,58,2019-05-26 14:14:49,매장,
809,완료,3000,63,2019-05-23 21:59:05,매장,
810,완료,13000,,2019-05-23 15:16:52,테이크아웃,
811,완료,6000,64,2019-05-26 11:37:22,테이크아웃,
812,완료,4500,,2019-05-26 12:47:38,매장,
813,완료,10500,56,2019-05-26 09:11:09,테이크아웃,
814,완료,2500,12,2019-05-25 14:27:37,테이크아웃,
815,취소,15000,8,2019-05-25 20:05:11,매장,
816,완료,7500,65,2019-05-20 13:28:19,매장,
817,완료,1500,28,2019-05-22 13:15:55,매장,
818,완료,6000,64,2019-05-26 19:08:16,매장,
819,완료,12000,,2019-05-23 23:08:46,테이크아웃,
820,완료,16500,50,2019-05-23 12:32:21,테이크아웃,
821,완료,11000,,2019-05-20 10:50:12,테이크아웃,
822,완료,27000,,2019-05-25 14:50:37,매장,
823,완료,4000,1,2019-05-25 07:27:48,테이크아웃,
824,완료,6000,,2019-05-22 16:09:24,테이크아웃,
825,완료,4000,27,2019-05-21 11:09:56,매장,
826,완료,8500,20,2019-05-26 13:56:07,테이크아웃,
827,완료,17500,10,2019-05-25 13:29:32,테이크아웃,
828,완료,4000,,2019-05-26 15:10:06,테이크아웃,
829,완료,5000,12,2019-05-22 22:52:41,매장,
830,완료,6000,42,2019-05-26 11:09:47,매장,
831,완료,27000,,2019-05-26 17:05:29,테이크아웃,
832,완료,10500,42,2019-05-25 12:33:51,테이크아웃,
833,취소,8000,63,2019-05-25 09:35:24,테이크아웃,
834,완료,5000,,2019-05-26 00:51:31,테이크아웃,
835,완료,11000,16,2019-05-26 12:27:55,테이크아웃,
836,완료,5000,2,2019-05-25 13:27:54,테이크아웃,
837,완료,12000,29,2019-05-23 07:42:30,매장,
838,완료,12000,22,2019-05-25 08:28:32,테이크아웃,
839,완료,16500,,2019-05-26 16:19:59,테이크아웃,
840,완료,3000,,2019-05-23 22:30:37,테이크아웃,
841,완료,12000,38,2019-05-20 07:34:29,테이크아웃,
842,완료,19000,,2019-05-20 12:09:35,테이크아웃,
843,완료,10000,,2019-05-20 15:54:09,테이크아웃,
844,완료,2500,,2019-05-26 06:06:18,테이크아웃,
845,완료,16500,3,2019-05-20 12:00:42,테이크아웃,
846,완료,15000,,2019-05-21 16:16:38,테이크아웃,
847,완료,4000,,2019-05-20 14:05:06,매장,
848,완료,1500,8,2019-05-26 08:42:41,테이크아웃,
849,완료,13000,,2019-05-23 08:37:44,테이크아웃,
850,완료,16000,41,2019-05-23 11:36:11,테이크아웃,
851,완료,4000,58,2019-05-26 17:19:50,테이크아웃,
852,완료,16500,66,2019-05-26 07:48:45,매장,
853,완료,9000,52,2019-05-25 16:21:53,테이크아웃,
854,완료,5000,24,2019-05-22 12:54:43,테이크아웃,
